kinase,upregulated,downregulated,unregulated,upregulated_enrichment_value,upregulated_enrichment_value_log2,upregulated_p_value,upregulated_p_value_log10_abs,upregulated_adjusted_p_value,upregulated_adjusted_p_value_log10_abs,downregulated_enrichment_value,downregulated_enrichment_value_log2,downregulated_p_value,downregulated_p_value_log10_abs,downregulated_adjusted_p_value,downregulated_adjusted_p_value_log10_abs,dominant_direction,dominant_enrichment_value_log2,dominant_p_value_log10_abs,dominant_adjusted_p_value_log10_abs
TSSK2,20.0,5.0,122.0,1.4544350609924381,0.5404588830482874,0.08882345148292356,1.0514723551111769,0.507801996213695,0.29430559620966085,0.3166915052160954,-1.6588499251751194,0.9991495429276016,0.00036950596039761875,1.0,0.0,upregulated set,0.5404588830482874,1.0514723551111769,0.29430559620966085
TTBK1,2.0,5.0,53.0,0.3239293201557352,1.6262490366682938,0.9822968219544732,0.007757261033008873,1.0,0.0,0.7480772422951364,-0.418740852417825,0.7916117400463675,0.10148777358698209,1.0,0.0,downregulated set,-0.418740852417825,0.10148777358698209,0.0
TTBK2,3.0,7.0,45.0,0.575796178343949,0.7963698813638017,0.8865059650567604,0.05231833780415807,1.0,0.0,1.2444444444444445,-0.3155018257279294,0.3587169549161175,0.4452480957174251,1.0,0.0,downregulated set,-0.3155018257279294,0.4452480957174251,0.0
TTK,5.0,9.0,56.0,0.7729510073260073,0.37155112152352315,0.7696835208936091,0.11368781168865065,1.0,0.0,1.2880987706655362,-0.3652432227118168,0.2961227887897446,0.528528169224004,1.0,0.0,downregulated set,-0.3652432227118168,0.528528169224004,0.0
ULK1,4.0,10.0,59.0,0.5843937835057129,0.774987263346192,0.9029816853667979,0.04432105813034773,1.0,0.0,1.3609765940274414,-0.4446422556950283,0.23467223922585337,0.6295382826387566,0.9740505271977201,0.011418514256907463,downregulated set,-0.4446422556950283,0.6295382826387566,0.011418514256907463
ULK2,2.0,11.0,42.0,0.41043083900226757,1.2847889584743153,0.9507004688769655,0.02195629189983133,1.0,0.0,2.1226012793176974,-1.0858333932051263,0.028837093110753026,1.5400485202905771,0.24271220034883798,0.6149083925555595,downregulated set,-1.0858333932051263,1.5400485202905771,0.6149083925555595
VRK1,7.0,7.0,106.0,0.5647291539866098,0.8243689829125739,0.9561930905304371,0.01945439884912476,1.0,0.0,0.5164189903712362,-0.95338604077468,0.9760446007128724,0.010530336635637431,1.0,0.0,upregulated set,0.8243689829125739,0.01945439884912476,0.0
VRK2,9.0,31.0,162.0,0.4680735930735931,1.0951927188919706,0.9946647517876772,0.002323272000310531,1.0,0.0,1.5764256319811876,-0.6566571123602148,0.020531311074571016,1.6875833168607168,0.18297021339985348,0.737619605400667,downregulated set,-0.6566571123602148,1.6875833168607168,0.737619605400667
WNK1,9.0,5.0,106.0,0.7307951482479784,0.45246103894852935,0.8546343617431387,0.06821964976428502,1.0,0.0,0.36670724284844797,-1.4472993338327504,0.9963942357829585,0.0015687935551363707,1.0,0.0,upregulated set,0.45246103894852935,0.06821964976428502,0.0
WNK3,6.0,7.0,91.0,0.5652097099042437,0.8231418445191694,0.9455782899651084,0.024302507546356284,1.0,0.0,0.6049466757431359,-0.7251201161884631,0.9332708714163114,0.029992288849205077,1.0,0.0,downregulated set,-0.7251201161884631,0.029992288849205077,0.0
WNK4,6.0,8.0,113.0,0.45141279913496285,1.1474807703169425,0.9880231516815873,0.0052328787628199355,1.0,0.0,0.5538042624495995,-0.8525519371896803,0.9688063561677117,0.013763020526123264,1.0,0.0,downregulated set,-0.8525519371896803,0.013763020526123264,0.0
YANK2,7.0,9.0,101.0,0.5938038965186841,0.7519415346215034,0.940412201292082,0.026681744796515756,1.0,0.0,0.7022945618003937,-0.509851831144416,0.8807837700786085,0.055130696568369206,1.0,0.0,downregulated set,-0.509851831144416,0.055130696568369206,0.0
YANK3,11.0,3.0,96.0,0.9964256535947712,0.005165929754290697,0.5530131598957694,0.25726453379093966,1.0,0.0,0.24243804664723032,-2.0443119711505924,0.9993531227429905,0.00028102612769605043,1.0,0.0,upregulated set,0.005165929754290697,0.25726453379093966,0.0
YSK1,3.0,3.0,57.0,0.45256453234998323,1.1438045703970192,0.9558078103936568,0.019629424958761504,1.0,0.0,0.4143010587693724,-1.2712485876782047,0.9708771749772804,0.012835708921664947,1.0,0.0,upregulated set,1.1438045703970192,0.019629424958761504,0.0
YSK4,5.0,6.0,29.0,1.5075154730327145,0.5921728099217144,0.2696352289083898,0.5692233661389835,1.0,0.0,1.6600405679513184,-0.7312184984800547,0.1884415896619136,0.7248232407823223,0.8921531510556222,0.049560586263904506,downregulated set,-0.7312184984800547,0.7248232407823223,0.049560586263904506
ZAK,1.0,4.0,40.0,0.21495253164556963,2.21790999284249,0.9888158340421868,0.004884587783081614,1.0,0.0,0.7944444444444444,-0.3319817595512854,0.7398643662849251,0.13084788888116963,1.0,0.0,downregulated set,-0.3319817595512854,0.13084788888116963,0.0
