kinase,upregulated,downregulated,unregulated,upregulated_enrichment_value,upregulated_enrichment_value_log2,upregulated_p_value,upregulated_p_value_log10_abs,upregulated_adjusted_p_value,upregulated_adjusted_p_value_log10_abs,downregulated_enrichment_value,downregulated_enrichment_value_log2,downregulated_p_value,downregulated_p_value_log10_abs,downregulated_adjusted_p_value,downregulated_adjusted_p_value_log10_abs,dominant_direction,dominant_enrichment_value_log2,dominant_p_value_log10_abs,dominant_adjusted_p_value_log10_abs
DYRK2,28.0,50.0,342.0,0.6841498209190797,0.547615801605837,0.977339337038799,0.009954620911404694,1.0,0.0,1.1928046467520153,-0.25435778298301265,0.15996182051628888,0.7959836618298429,0.7817488970392827,0.10693272282579178,downregulated set,-0.25435778298301265,0.7959836618298429,0.10693272282579178
DYRK3,24.0,41.0,395.0,0.4898086145072796,1.0297099473683997,0.9998612511219372,6.0262052855716975e-05,1.0,0.0,0.8038348205021789,-0.31502902149947287,0.9107432082894961,0.04060405875021623,1.0,0.0,downregulated set,-0.31502902149947287,0.04060405875021623,0.0
DYRK4,41.0,50.0,384.0,0.9179970561594203,0.12343856768729354,0.7123960560175021,0.14727849355266956,1.0,0.0,1.0438661317567568,-0.06193670861856679,0.4219977977004864,0.37468981550520286,1.0,0.0,downregulated set,-0.06193670861856679,0.37468981550520286,0.0
EEF2K,2.0,11.0,66.0,0.25887445887445887,1.949675462105315,0.9949517888267749,0.0021979628259021482,1.0,0.0,1.3388059701492536,-0.4209468895741263,0.23420789959402877,0.6303984607058527,0.9740505271977201,0.011418514256907463,downregulated set,-0.4209468895741263,0.6303984607058527,0.011418514256907463
ERK1,20.0,56.0,260.0,0.6467236467236467,0.6287787330136458,0.9775591268639117,0.009856965191284556,1.0,0.0,1.8545358090185677,-0.8910581249424274,0.00015242484600318628,3.816944235079211,0.0035526714106896497,2.449444958883743,downregulated set,-0.8910581249424274,3.816944235079211,2.449444958883743
ERK2,20.0,64.0,293.0,0.5663000884843888,0.82036133964075,0.9958805631359443,0.0017927437864672417,1.0,0.0,1.908551787572919,-0.9324783338738599,3.211375245506753e-05,4.493308944657318,0.0009730466993885462,3.0118663161550123,downregulated set,-0.9324783338738599,4.493308944657318,3.0118663161550123
ERK5,15.0,49.0,210.0,0.6024124881740776,0.7311764171084884,0.981018282650991,0.008322898858122364,1.0,0.0,2.001010101010101,-1.0007284499225146,7.767149434847005e-05,4.109738339224872,0.0019612052322988687,2.7074769567701917,downregulated set,-1.0007284499225146,4.109738339224872,2.7074769567701917
ERK7,13.0,57.0,221.0,0.4907120743034056,1.0270513245545176,0.9973819521497765,0.0011384947026545466,1.0,0.0,2.263257605411076,-1.1784008024120385,1.2882639021810926e-06,5.889995162192751,6.498386027478046e-05,4.18719449357214,downregulated set,-1.1784008024120385,5.889995162192751,4.18719449357214
FAM20C,61.0,16.0,199.0,3.0629318467336684,1.6149132659008745,7.734904426703047e-11,10.11154504812,1.9488695476482854e-09,8.710217230473257,0.6232373991167961,-0.6821462859078277,0.9763666562047703,0.010387060546882163,1.0,0.0,upregulated set,1.6149132659008745,10.11154504812,8.710217230473257
GAK,9.0,12.0,120.0,0.6421266233766234,0.6390702789965472,0.9288662673075729,0.032046808666351,1.0,0.0,0.7895209580838324,-0.3409505314968542,0.8171553376829485,0.08769537812366195,1.0,0.0,downregulated set,-0.3409505314968542,0.08769537812366195,0.0
GCK,4.0,10.0,81.0,0.4221985563838599,1.244006449175782,0.9812228289602182,0.008232356127988802,1.0,0.0,0.9832451499118166,-0.02437693013456179,0.5707649252315308,0.24354272309494251,1.0,0.0,downregulated set,-0.02437693013456179,0.24354272309494251,0.0
GCN2,4.0,6.0,59.0,0.5843937835057129,0.774987263346192,0.9029816853667979,0.04432105813034773,1.0,0.0,0.8069790628115653,-0.30939685183011933,0.7483478091510405,0.12589650843562622,1.0,0.0,downregulated set,-0.30939685183011933,0.12589650843562622,0.0
GRK1,45.0,8.0,155.0,2.7772770398481974,1.4736710965228932,1.3541068548979917e-07,6.868347063375021,2.0853140348288006e-06,5.680828533820433,0.397327734300439,-1.3315985948386266,0.9986588272784858,0.0005828548541741837,1.0,0.0,upregulated set,1.4736710965228932,6.868347063375021,5.680828533820433
GRK2,37.0,11.0,149.0,2.3129434324065197,1.2097299824528993,4.0638773926152676e-05,4.391059403212785,0.00045605735183793563,3.3409805388694673,0.5747370529900832,-0.7990260329389215,0.9768288534357173,0.010181520743306666,1.0,0.0,upregulated set,1.2097299824528993,4.391059403212785,3.3409805388694673
GRK3,43.0,8.0,144.0,2.8477037712895377,1.5097990796192795,1.376444907477756e-07,6.861241166658757,2.0853140348288006e-06,5.680828533820433,0.42948717948717946,-1.219313028404476,0.996764666557013,0.001407365339089559,1.0,0.0,upregulated set,1.5097990796192795,6.861241166658757,5.680828533820433
GRK4,43.0,12.0,139.0,2.9557842776873393,1.5635409809633047,5.925589436880322e-08,7.227268442541131,9.974742218748541e-07,6.001098319142132,0.6766897858958343,-0.5634334825311625,0.9269341199186895,0.032951131413761055,1.0,0.0,upregulated set,1.5635409809633047,7.227268442541131,6.001098319142132
GRK5,47.0,13.0,195.0,2.287065527065527,1.1934977012188424,6.552431947933578e-06,5.183597480841553,8.272445334266141e-05,4.082366094050854,0.512912912912913,-0.9632142023381339,0.9953918427740005,0.0020059226162624207,1.0,0.0,upregulated set,1.1934977012188424,5.183597480841553,4.082366094050854
GRK6,74.0,11.0,230.0,3.3458221506530683,1.7423607600235687,5.068678317515547e-14,13.295105270299779,2.5596825503453513e-12,11.591813892181117,0.3607657365347177,-1.4708657687074376,0.9999445583457902,2.4078671977769312e-05,1.0,0.0,upregulated set,1.7423607600235687,13.295105270299779,11.591813892181117
GRK7,57.0,8.0,141.0,4.067430441898527,2.024117674235576,3.399845548934691e-14,13.468540812007447,2.060306402654423e-12,11.68606818784116,0.43912879264761423,-1.1872839631828953,0.9959122369147428,0.0017789313584335247,1.0,0.0,upregulated set,2.024117674235576,13.468540812007447,11.68606818784116
GSK3A,36.0,22.0,209.0,1.5618859507228116,0.6432891113968039,0.015410752846751351,1.8121761445908968,0.12288047664646473,0.910517112705402,0.8278102664067576,-0.27262795407190993,0.8217632201677902,0.08525330045018595,1.0,0.0,upregulated set,0.6432891113968039,1.8121761445908968,0.910517112705402
GSK3B,23.0,28.0,193.0,1.0393006943710126,0.05561312057130898,0.4686294900150383,0.3291703855046939,1.0,0.0,1.1697461465767263,-0.2261954761239093,0.25839087358364754,0.5877228297723766,1.0,0.0,downregulated set,-0.2261954761239093,0.5877228297723766,0.0
HASPIN,7.0,23.0,212.0,0.27107425441265975,1.883239996816775,0.9999885841531599,4.957867588071854e-06,1.0,0.0,0.8548250481920673,-0.2262989122370536,0.7851859326817261,0.1050274897819506,1.0,0.0,downregulated set,-0.2262989122370536,0.1050274897819506,0.0
HGK,3.0,11.0,73.0,0.3512782479713812,1.5093138508503046,0.9886087776474392,0.00497553784962648,1.0,0.0,1.2072786751175628,-0.2717587306123287,0.33202599882142575,0.4788279081555987,1.0,0.0,downregulated set,-0.2717587306123287,0.4788279081555987,0.0
HIPK1,21.0,51.0,341.0,0.5026551478164382,0.992359132549283,0.999522068806648,0.00020761249619907809,1.0,0.0,1.2248720115313882,-0.2926310080231984,0.12290444109079364,0.9104324238151095,0.6420697525950081,0.1924177888757418,downregulated set,-0.2926310080231984,0.9104324238151095,0.1924177888757418
HIPK2,25.0,33.0,271.0,0.785396552595663,0.34850682940667904,0.8893452918782052,0.05092958971300865,1.0,0.0,0.9671669240654068,-0.04816318787555143,0.5984386581932775,0.2229803594989822,1.0,0.0,downregulated set,-0.04816318787555143,0.2229803594989822,0.0
HIPK3,17.0,58.0,374.0,0.3610606060606061,1.469687072942907,0.9999984615331416,6.681481811357466e-07,1.0,0.0,1.2831810754604873,-0.35972476998789416,0.06446071992647863,1.1907048483993736,0.4059567233731432,0.39152026150163477,downregulated set,-0.35972476998789416,1.1907048483993736,0.39152026150163477
HIPK4,19.0,42.0,217.0,0.7462963535706554,0.42217945780352717,0.9067317245452645,0.04252118899719001,1.0,0.0,1.6171477079796266,-0.6934514585502237,0.006283563079228978,2.2017940207798747,0.07322767742332233,1.1353247402483877,downregulated set,-0.6934514585502237,2.2017940207798747,1.1353247402483877
HPK1,12.0,12.0,124.0,0.8354309888947646,0.25940743606990485,0.7616034590515244,0.11827109213989219,1.0,0.0,0.7628935677033031,-0.3904462960937084,0.8471170169133875,0.07205659404992679,1.0,0.0,upregulated set,0.25940743606990485,0.11827109213989219,0.0
HRI,4.0,12.0,60.0,0.5744408945686901,0.7997696363055334,0.9094981557320341,0.04119817725603675,1.0,0.0,1.6149700598802395,-0.6915074188741889,0.09851361565287135,1.0065037411343045,0.5330290275503575,0.27324913963819997,downregulated set,-0.6915074188741889,1.0065037411343045,0.27324913963819997
HUNK,7.0,13.0,93.0,0.6468262226847035,0.6285499272534026,0.9047345201074458,0.04347883887953626,1.0,0.0,1.118279569892473,-0.16128090703306064,0.4013847001503181,0.3964391858269296,1.0,0.0,downregulated set,-0.16128090703306064,0.3964391858269296,0.0
ICK,8.0,18.0,151.0,0.44681626267172464,1.162246398661319,0.9951753787986143,0.0021003772113073163,1.0,0.0,0.9471006299466969,-0.07841037393271567,0.6223115059378554,0.20599216925637,1.0,0.0,downregulated set,-0.07841037393271567,0.20599216925637,0.0
IKKA,34.0,2.0,91.0,3.519745272395449,1.815471023308734,4.2140298820308715e-08,7.375302389099275,7.51088855444326e-07,6.124308681975244,0.17032967032967034,-2.553598329811821,0.9998161072072073,7.987096924456424e-05,1.0,0.0,upregulated set,1.815471023308734,7.375302389099275,6.124308681975244
IKKB,19.0,6.0,90.0,1.8893736017897091,0.9179080062026753,0.014102926544339475,1.8506907561264827,0.11549153359283407,0.9374498516911727,0.5229411764705882,-0.9352794221952941,0.9656319928314411,0.015188353846930123,1.0,0.0,upregulated set,0.9179080062026753,1.8506907561264827,0.9374498516911727
IKKE,7.0,6.0,44.0,1.3923020527859238,0.47747223042793546,0.26900217053958264,0.5702442157241332,1.0,0.0,1.088101604278075,-0.12181327822802332,0.4903815164820394,0.3094659076599866,1.0,0.0,upregulated set,0.47747223042793546,0.5702442157241332,0.0
IRAK1,10.0,6.0,105.0,0.8227082363890181,0.28154720803635197,0.7640634626937733,0.11687056766376122,1.0,0.0,0.44571428571428573,-1.1658088929700805,0.9890521540617561,0.0047808068618392435,1.0,0.0,upregulated set,0.28154720803635197,0.11687056766376122,0.0
IRAK4,3.0,9.0,88.0,0.2897727272727273,1.7870062766658015,0.9970315677071003,0.001291090972234082,1.0,0.0,0.8099878608038845,-0.30402780823487696,0.7709076146891298,0.11299766453627148,1.0,0.0,downregulated set,-0.30402780823487696,0.11299766453627148,0.0
IRE1,3.0,9.0,86.0,0.2967338172122648,1.7527587422374589,0.9964364776870724,0.0015503821308839034,1.0,0.0,0.8294458629494169,-0.2697802738065341,0.7489642131200192,0.12553893318946271,1.0,0.0,downregulated set,-0.2697802738065341,0.12553893318946271,0.0
IRE2,3.0,4.0,65.0,0.39568838804507594,1.3375633665886082,0.9772961360304525,0.009973818311430543,1.0,0.0,0.48439046333783176,-1.0457576333040353,0.9585938922532716,0.018365342472492416,1.0,0.0,downregulated set,-1.0457576333040353,0.018365342472492416,0.0
JNK1,35.0,40.0,249.0,1.2501068102196018,0.3220513652801309,0.1433055538675903,0.8437369780094401,0.8041033855903679,0.09468810933010355,1.3166391054413733,-0.39685995292866855,0.07941269982067543,1.1001100388701868,0.4627316931858588,0.334670754002681,downregulated set,-0.39685995292866855,1.1001100388701868,0.334670754002681
JNK2,31.0,45.0,223.0,1.2316786352660791,0.30062588282899044,0.17576721923737448,0.7550621180665671,0.858991410143943,0.06601117906251597,1.6988215663781416,-0.7645343287904774,0.002334879703207304,2.6317354900782073,0.035373427503590654,1.4513228572398833,downregulated set,-0.7645343287904774,2.6317354900782073,1.4513228572398833
JNK3,34.0,45.0,243.0,1.2429437682676787,0.31376102923318394,0.15339936715129296,0.8141764320641453,0.8318321002294385,0.07996432431309013,1.5466961978589886,-0.6291898503846995,0.009426674592275478,2.0256414844554733,0.09520941338198233,1.0213201106728307,downregulated set,-0.6291898503846995,2.0256414844554733,1.0213201106728307
KHS1,5.0,11.0,96.0,0.44421073717948717,1.1706838296738222,0.983709820688907,0.007132992888993127,1.0,0.0,0.9101679104477612,-0.13579537240677356,0.661295315339325,0.17960455385656132,1.0,0.0,downregulated set,-0.13579537240677356,0.17960455385656132,0.0
KHS2,6.0,10.0,99.0,0.5179771996492254,0.9490395002128814,0.967925725080327,0.014157967511206283,1.0,0.0,0.799062049062049,-0.32362055869483314,0.7911081008311112,0.10176416835223291,1.0,0.0,downregulated set,-0.32362055869483314,0.10176416835223291,0.0
KIS,31.0,46.0,275.0,0.978283534647171,0.03167543467317955,0.5748658710966323,0.24043347398470313,1.0,0.0,1.3839030303030304,-0.4687428572794668,0.03760506185749299,1.4247536926038187,0.2895253507952489,0.5383134035135049,downregulated set,-0.4687428572794668,1.4247536926038187,0.5383134035135049
LATS1,23.0,8.0,126.0,1.6335438937479754,0.7080052208866212,0.029160309474078803,1.5352078712260961,0.19207769066621472,0.7165230744053652,0.49422372499295575,-1.0167638266162116,0.9874122225071141,0.005501501245977792,1.0,0.0,upregulated set,0.7080052208866212,1.5352078712260961,0.7165230744053652
LATS2,20.0,11.0,134.0,1.3181566912910196,0.39852187589380833,0.16197390730540223,0.790554941173251,0.8318321002294385,0.07996432431309013,0.6427489418578748,-0.6376727649006257,0.943551665972663,0.025234314224546396,1.0,0.0,upregulated set,0.39852187589380833,0.790554941173251,0.07996432431309013
LKB1,9.0,23.0,101.0,0.7684196991127684,0.380033590657459,0.8164675549310016,0.08806106872816799,1.0,0.0,1.872543910737823,-0.904999549958218,0.008635189504870723,2.063728127116028,0.09022284206813203,1.0446834965126792,downregulated set,-0.904999549958218,2.063728127116028,1.0446834965126792
LOK,6.0,15.0,81.0,0.6373704894605217,0.6497958716526101,0.8988206583889788,0.046326954364575304,1.0,0.0,1.4971466935213158,-0.582215586558137,0.10872325674709567,0.9636775470214343,0.5779499437608769,0.23810977419162066,downregulated set,-0.582215586558137,0.9636775470214343,0.23810977419162066
LRRK2,6.0,31.0,147.0,0.3425421615591574,1.545646522788564,0.9991486573015228,0.0003698909104706469,1.0,0.0,1.7473275024295432,-0.8051500386204787,0.006543526226491962,2.184188152592967,0.07343290543063202,1.1341092882496495,downregulated set,-0.8051500386204787,2.184188152592967,1.1341092882496495
MAK,6.0,16.0,141.0,0.3579393856468496,1.4822127963101572,0.9986123482763691,0.0006030680073947596,1.0,0.0,0.8995486782720825,-0.15272674114652682,0.6912405934233965,0.16037076563604644,1.0,0.0,downregulated set,-0.15272674114652682,0.16037076563604644,0.0
MAP3K15,6.0,9.0,49.0,1.0662116936806878,0.0924939100503423,0.507342312111379,0.2946989162156199,1.0,0.0,1.4759280566826136,-0.5616223997202423,0.19160173485834178,0.7176005629193027,0.8931588563396549,0.049071291059853195,downregulated set,-0.5616223997202423,0.7176005629193027,0.049071291059853195
MAPKAPK2,45.0,9.0,172.0,2.4864269835841313,1.3140740655795342,1.6367251184242002e-06,5.78602425252187,2.2542168676478755e-05,4.647004304841771,0.40136981574770547,-1.3169959692393471,0.9991025456806142,0.0003899344590354075,1.0,0.0,upregulated set,1.3140740655795342,5.78602425252187,4.647004304841771
MAPKAPK3,38.0,10.0,159.0,2.225468316764726,1.1541089617779237,6.497747518353022e-05,4.187237167955084,0.0006789025855382639,3.168192537351736,0.4862982929020665,-1.0400865677278721,0.9941988776933248,0.0025267314523718092,1.0,0.0,upregulated set,1.1541089617779237,4.187237167955084,3.168192537351736
MAPKAPK5,36.0,7.0,181.0,1.8233223884705374,0.8665696722527979,0.0020727504524876957,2.6834529813751704,0.01962635584699287,1.7071603311927714,0.2938770188562395,-1.7667155500473282,0.9999556436855274,1.9264129859091522e-05,1.0,0.0,upregulated set,0.8665696722527979,2.6834529813751704,1.7071603311927714
MARK1,12.0,16.0,190.0,0.5315616911130284,0.9116909594846221,0.9912429924834961,0.0038198698751031965,1.0,0.0,0.6550558213716109,-0.6103102420013452,0.9617777722490223,0.01692526417336163,1.0,0.0,downregulated set,-0.6103102420013452,0.01692526417336163,0.0
MARK2,13.0,20.0,205.0,0.5323491655969191,0.9095552810430699,0.9929055175738779,0.00309207592410354,1.0,0.0,0.7637288642825079,-0.3888675450842919,0.8932598167654553,0.04902220228069685,1.0,0.0,downregulated set,-0.3888675450842919,0.04902220228069685,0.0
MARK3,12.0,20.0,190.0,0.5315616911130284,0.9116909594846221,0.9912429924834961,0.0038198698751031965,1.0,0.0,0.8288666451404585,-0.27078808709924473,0.8117031887748172,0.09060274790429165,1.0,0.0,downregulated set,-0.27078808709924473,0.09060274790429165,0.0
MARK4,9.0,19.0,170.0,0.44467150496562263,1.1691881367055497,0.9969373934272022,0.001332114048244357,1.0,0.0,0.8842057924087066,-0.17754590950745788,0.7246096062127536,0.13989591278349,1.0,0.0,downregulated set,-0.17754590950745788,0.13989591278349,0.0
MASTL,5.0,14.0,87.0,0.4918213969938108,1.0237935932486981,0.9684313856973099,0.013931144040017948,1.0,0.0,1.2941420855837142,-0.37199602143686744,0.2301403295605752,0.6380072693327539,0.9740505271977201,0.011418514256907463,downregulated set,-0.37199602143686744,0.6380072693327539,0.011418514256907463
MEK1,23.0,13.0,159.0,1.2782697984854319,0.35419237138417414,0.17304723995894147,0.7618353231549484,0.858991410143943,0.06601117906251597,0.637883166185053,-0.6486358887666441,0.9579827824546372,0.018642296299470108,1.0,0.0,upregulated set,0.35419237138417414,0.7618353231549484,0.06601117906251597
MEK2,8.0,8.0,94.0,0.7334572746677683,0.4472151663713978,0.8417776245167311,0.0748026225153719,1.0,0.0,0.6705275084980485,-0.5766315747492076,0.897332289727022,0.047046704256199286,1.0,0.0,upregulated set,0.4472151663713978,0.0748026225153719,0.0
MEK5,3.0,7.0,63.0,0.40855323020928114,1.2914040362080843,0.9731188011220665,0.01183413658445714,1.0,0.0,0.8829891838741396,-0.17953232911635317,0.6786234006768791,0.16837116884412842,1.0,0.0,downregulated set,-0.17953232911635317,0.16837116884412842,0.0
MEKK1,1.0,5.0,49.0,0.17489020924825627,2.5154785687173145,0.9958646053823196,0.001799702873857016,1.0,0.0,0.8103417320007181,-0.3033976546770217,0.7359625978964366,0.13314425623306575,1.0,0.0,downregulated set,-0.3033976546770217,0.13314425623306575,0.0
MEKK2,3.0,8.0,47.0,0.5508876541536794,0.8601699636068744,0.902486209851687,0.044559425467814814,1.0,0.0,1.3647236560493516,-0.44860884828141223,0.26561147882689273,0.5757531601645052,1.0,0.0,downregulated set,-0.44860884828141223,0.5757531601645052,0.0
MEKK3,3.0,3.0,45.0,0.575796178343949,0.7963698813638017,0.8865059650567604,0.05231833780415807,1.0,0.0,0.5271137026239067,-0.9238138986449871,0.9165936190931755,0.03782317044086048,1.0,0.0,upregulated set,0.7963698813638017,0.05231833780415807,0.0
MEKK6,6.0,13.0,73.0,0.709333568250892,0.49546387208927994,0.8399145358127542,0.0757649026443435,1.0,0.0,1.4353531613805586,-0.5214057483899962,0.1555181714039305,0.8082188588597465,0.7724919005801795,0.11210606536820855,downregulated set,-0.5214057483899962,0.8082188588597465,0.11210606536820855
MELK,8.0,8.0,132.0,0.5148573109738158,0.9577554398219807,0.982390134054453,0.007716007712705053,1.0,0.0,0.4706831629908553,-1.0871718481997905,0.9918978298289529,0.00353305992917053,1.0,0.0,upregulated set,0.9577554398219807,0.007716007712705053,0.0
MINK,3.0,11.0,79.0,0.3238732564702088,1.6264987510232631,0.9932987496337559,0.0029201112185963255,1.0,0.0,1.1130927640279615,-0.1545738304393702,0.42136302626045474,0.37534357550424785,1.0,0.0,downregulated set,-0.1545738304393702,0.37534357550424785,0.0
MLK1,1.0,0,29.0,0.29768659973810563,1.7481338142805025,0.9624272821153281,0.016632074462679062,1.0,0.0,0,0,1,0,1.0,0.0,upregulated set,1.7481338142805025,0.016632074462679062,0.0
MLK2,2.0,3.0,37.0,0.46675246675246673,1.099270447878527,0.9226449782272439,0.034965377692459054,1.0,0.0,0.6429753368528879,-0.6371646949429042,0.8400430863503278,0.0756984381234695,1.0,0.0,downregulated set,-0.6371646949429042,0.0756984381234695,0.0
MLK3,5.0,6.0,52.0,0.8336415187376726,0.26250096340180057,0.7149390661848443,0.14573097127216883,1.0,0.0,0.9179864253393665,-0.1234552748434602,0.6409574421678608,0.19317080549716464,1.0,0.0,downregulated set,-0.1234552748434602,0.19317080549716464,0.0
MLK4,4.0,1.0,38.0,0.9144106272069952,0.12908592435144373,0.6429540562836091,0.19182005944807407,1.0,0.0,0.20739893211289093,-2.269519629084357,0.9903525264813886,0.004210186156470658,1.0,0.0,upregulated set,0.12908592435144373,0.19182005944807407,0.0
MNK1,1.0,2.0,69.0,0.12328013208585581,3.0199877821765115,0.9995518366819003,0.00019467848317881713,1.0,0.0,0.22649140546006066,-2.142471788701507,0.9979284902459717,0.0009005783561850495,1.0,0.0,downregulated set,-2.142471788701507,0.0009005783561850495,0.0
MNK2,5.0,8.0,66.0,0.6534090909090909,0.613941567692922,0.8713334816774245,0.05981559753671146,1.0,0.0,0.965034965034965,-0.05134688000022042,0.5935755763078217,0.22652397715787195,1.0,0.0,downregulated set,-0.05134688000022042,0.22652397715787195,0.0
MOK,14.0,45.0,283.0,0.4039230778201495,1.3078475192708594,0.9999152848026842,3.679290120853979e-05,1.0,0.0,1.3069509174365777,-0.38620496171446,0.07338873556243387,1.1343705948318918,0.43601542892975415,0.36049814242752326,downregulated set,-0.38620496171446,1.1343705948318918,0.36049814242752326
MOS,61.0,6.0,182.0,3.371286916208791,1.753299414322133,3.3508024790537776e-12,11.4748511719216,1.0152931511532947e-10,9.993408543419294,0.24967679379444085,-2.0018663586572987,0.9999895680711978,4.53055274566108e-06,1.0,0.0,upregulated set,1.753299414322133,11.4748511719216,9.993408543419294
MPSK1,4.0,17.0,87.0,0.3922000661011347,1.3503383162064304,0.9884061159898619,0.005064575964787572,1.0,0.0,1.585787653285819,-0.6651995982412858,0.06541966020458038,1.184291715968588,0.4059567233731432,0.39152026150163477,downregulated set,-0.6651995982412858,1.184291715968588,0.39152026150163477
MRCKA,1.0,4.0,73.0,0.11635165597364314,3.1034363508569367,0.9997131830327487,0.00012458089300458649,1.0,0.0,0.4300248337739325,-1.2175081175657316,0.9787678619084137,0.009320299255863097,1.0,0.0,downregulated set,-1.2175081175657316,0.009320299255863097,0.0
MRCKB,7.0,2.0,49.0,1.247926267281106,0.3195326962431551,0.35489821664889076,0.4498961829614857,1.0,0.0,0.32130991931656383,-1.6379625752423095,0.9828253452548614,0.007523652393016445,1.0,0.0,upregulated set,0.3195326962431551,0.4498961829614857,0.0
MSK1,11.0,1.0,75.0,1.2854901960784313,0.36231860735323845,0.26890586956859036,0.570399718068892,1.0,0.0,0.10365217391304347,-3.2701777202569384,0.9998886116725477,4.8378030384924736e-05,1.0,0.0,upregulated set,0.36231860735323845,0.570399718068892,0.0
MSK2,13.0,2.0,93.0,1.2249575551782683,0.29273176066073753,0.2948149681830928,0.5304504704931216,1.0,0.0,0.16654163540885222,-2.586045198738867,0.9998529978136521,6.384693129283168e-05,1.0,0.0,upregulated set,0.29273176066073753,0.5304504704931216,0.0
MST1,6.0,6.0,51.0,1.0236428976735388,0.03371251259559505,0.543652447849689,0.2646786521732648,1.0,0.0,0.9363321799307959,-0.09490765341150399,0.6236027661173906,0.2050919670770787,1.0,0.0,upregulated set,0.03371251259559505,0.2646786521732648,0.0
MST2,6.0,5.0,49.0,1.0662116936806878,0.0924939100503423,0.507342312111379,0.2946989162156199,1.0,0.0,0.8103417320007181,-0.3033976546770217,0.7359625978964366,0.13314425623306575,1.0,0.0,upregulated set,0.0924939100503423,0.2946989162156199,0.0
MST3,4.0,14.0,62.0,0.5554982994950015,0.8481455996796258,0.9213785074721254,0.0355619225317036,1.0,0.0,1.832977069568597,-0.8741887379636719,0.038378059150400594,1.4159169921222872,0.2895253507952489,0.5383134035135049,downregulated set,-0.8741887379636719,1.4159169921222872,0.5383134035135049
MST4,8.0,10.0,109.0,0.6289599477450194,0.6689599458740834,0.9284603106372832,0.032236656533387156,1.0,0.0,0.7230231542158148,-0.4678862458611066,0.871141969188626,0.05991106266064687,1.0,0.0,downregulated set,-0.4678862458611066,0.05991106266064687,0.0
MTOR,22.0,37.0,214.0,0.8862030730239189,0.17429076532294707,0.7312683255282146,0.13592323738694764,1.0,0.0,1.4229047575840064,-0.5088390980135347,0.04108775605345116,1.3862875764362235,0.2895253507952489,0.5383134035135049,downregulated set,-0.5088390980135347,1.3862875764362235,0.5383134035135049
MYLK4,12.0,1.0,84.0,1.2519906323185013,0.32422376773522554,0.28259390594694234,0.5488372078170847,1.0,0.0,0.0922360248447205,-3.4385258522012134,0.9999626980696721,1.620032465932259e-05,1.0,0.0,upregulated set,0.32422376773522554,0.5488372078170847,0.0
MYO3A,6.0,5.0,61.0,0.8526698645300722,0.22994082579047417,0.7039225616732105,0.15247511484626172,1.0,0.0,0.6480457670304313,-0.6258323905178379,0.8750990964999823,0.0579427645476743,1.0,0.0,upregulated set,0.22994082579047417,0.15247511484626172,0.0
MYO3B,3.0,6.0,66.0,0.38954834973943253,1.360125691888507,0.9791462792875522,0.009152422045923616,1.0,0.0,0.7195187165775401,-0.4748958791345817,0.8304962338043093,0.0806623326788299,1.0,0.0,downregulated set,-0.4748958791345817,0.0806623326788299,0.0
NDR1,11.0,8.0,94.0,1.018391044361007,0.026291637477622466,0.5265136600304821,0.2785903568642433,1.0,0.0,0.6705275084980485,-0.5766315747492076,0.897332289727022,0.047046704256199286,1.0,0.0,upregulated set,0.026291637477622466,0.2785903568642433,0.0
NDR2,11.0,16.0,121.0,0.7831253713606655,0.35268480632189725,0.817342986515669,0.08759565963299407,1.0,0.0,1.0562484347608314,-0.07894920348764138,0.4621728062740043,0.3351956115020448,1.0,0.0,downregulated set,-0.07894920348764138,0.3351956115020448,0.0
NEK1,1.0,14.0,55.0,0.15546605293440738,2.685328502376078,0.9978733149503837,0.0009245910876646945,1.0,0.0,2.071631982475356,-1.0507677365117045,0.01771553861311562,1.7516456390887478,0.16266085453860707,0.7887169504643303,downregulated set,-1.0507677365117045,1.7516456390887478,0.7887169504643303
NEK11,5.0,13.0,65.0,0.6637080867850098,0.5913792423930235,0.8632257228282483,0.06387562680994438,1.0,0.0,1.6168168168168169,-0.6931562326516927,0.08783306578719265,1.0563419580628184,0.502139979877724,0.29917519916130236,downregulated set,-0.6931562326516927,1.0563419580628184,0.29917519916130236
NEK2,2.0,11.0,71.0,0.24019673597138386,2.0577115484645185,0.9969153834817135,0.001341702316730213,1.0,0.0,1.242211477822157,-0.3129108032149229,0.3030722614442446,0.5184538104254106,1.0,0.0,downregulated set,-0.3129108032149229,0.5184538104254106,0.0
NEK3,1.0,20.0,79.0,0.10727447524435187,3.2206212510298955,0.9998533289327481,6.370310697789541e-05,1.0,0.0,2.079676943387435,-1.0563594378034924,0.005317038875559901,2.274330164327645,0.06712761580394375,1.1730987775369461,downregulated set,-1.0563594378034924,2.274330164327645,1.1730987775369461
NEK4,1.0,11.0,59.0,0.14471143531431024,2.7887491645906763,0.9986359724032116,0.0005927940441407209,1.0,0.0,1.5015431317986339,-0.5864459168785887,0.1502485648946067,0.8231896674871516,0.7634702267608224,0.11720789456774866,downregulated set,-0.5864459168785887,0.8231896674871516,0.11720789456774866
NEK5,5.0,7.0,49.0,0.8856619570905285,0.17517194451509743,0.6682614464474795,0.17505359360935552,1.0,0.0,1.1411715128529287,-0.19051563838104868,0.43527100156265186,0.3612402652589265,1.0,0.0,downregulated set,-0.19051563838104868,0.3612402652589265,0.0
